Molecule ChEMBL ID,Standard Value
CHEMBL4108607,21.0
CHEMBL4107909,17.0
CHEMBL3967745,1000.0
CHEMBL3884319,10000.0
CHEMBL4112526,864.0
CHEMBL4106665,1.2
CHEMBL4108028,3.8
CHEMBL4106523,6.3
CHEMBL4286802,363.08
CHEMBL3899909,100.0
CHEMBL3908966,100.0
CHEMBL3987115,7651.0
CHEMBL3894394,100.0
CHEMBL4109207,1.6
CHEMBL4280559,20.0
CHEMBL4110619,3.2
CHEMBL3921810,1.4
CHEMBL4112394,3.2
CHEMBL4111012,3.1
CHEMBL4107389,3.3
CHEMBL4112867,3.0
CHEMBL3914366,5.6
CHEMBL3987067,26.4
CHEMBL3912316,100.0
CHEMBL4108815,2500.0
CHEMBL4114583,520.0
CHEMBL4111811,1474.0
CHEMBL3934248,2.8
CHEMBL3901125,960.7
CHEMBL3924209,1.9
CHEMBL4107905,19.4
CHEMBL4109180,25.0
CHEMBL3920200,100.0
CHEMBL3889847,4647.0
CHEMBL3908856,100.0
CHEMBL3622525,333.0
CHEMBL3978235,4302.0
CHEMBL3904807,100.0
CHEMBL3943924,8087.0
CHEMBL3962309,4011.0
CHEMBL3918974,100.0
CHEMBL3962911,474.0
CHEMBL3979848,613.0
CHEMBL4097847,4265.8
CHEMBL4115629,2.4
CHEMBL4108784,6.5
CHEMBL4107578,4.5
CHEMBL4115586,1.9
CHEMBL4108427,7.1
CHEMBL4113934,4.3
CHEMBL4112370,23.2
CHEMBL3900127,338.0
CHEMBL3948538,2.6
CHEMBL4114846,1.9
CHEMBL4107195,43.0
CHEMBL4115542,2.6
CHEMBL3908695,5.6
CHEMBL4108005,140.0
CHEMBL3922407,100.0
CHEMBL3936414,26.0
CHEMBL4089379,6.0
CHEMBL4114030,5.2
CHEMBL3986395,10.5
CHEMBL4112662,8.5
CHEMBL3901331,9.2
CHEMBL4439253,350.0
CHEMBL4107511,1.9
CHEMBL3902828,1.1
CHEMBL4109646,3.2
CHEMBL4110348,2.9
CHEMBL4789541,5.2
CHEMBL4762550,3.8
CHEMBL4749904,2.4
CHEMBL3954582,100.0
CHEMBL3960537,31.0
CHEMBL4279192,4.0
CHEMBL3634384,38.0
CHEMBL3979633,3.0
CHEMBL3902455,24.0
CHEMBL3930442,24.0
CHEMBL3951842,29.0
CHEMBL4111974,2.1
CHEMBL4108324,5.3
CHEMBL4111555,8900.0
CHEMBL3353213,100.0
CHEMBL4283847,1778.28
CHEMBL4288305,33.11
CHEMBL3622185,972.0
CHEMBL4107171,17.0
CHEMBL3970853,359.0
CHEMBL4108950,6.0
CHEMBL4112861,10.0
CHEMBL4113113,792.0
CHEMBL3903386,1600.0
CHEMBL4106730,12.5
CHEMBL4110192,8.8
CHEMBL4107847,260.0
CHEMBL4109845,12.0
CHEMBL3957973,1000.0
CHEMBL3892790,100.0
CHEMBL3590482,62.0
CHEMBL4114042,110.0
CHEMBL4115548,300.0
CHEMBL4108981,7.0
CHEMBL4114262,654.0
CHEMBL3934248,3.2
CHEMBL3977526,1600.0
CHEMBL3935887,1000.0
CHEMBL2381116,1100.0
CHEMBL4112330,85.0
CHEMBL4113721,450.0
CHEMBL4114417,35.0
CHEMBL4109853,872.0
CHEMBL4112758,11.0
CHEMBL4112018,11.0
CHEMBL3901315,5.0
CHEMBL4108856,284.0
CHEMBL3919163,177.0
CHEMBL3909577,137.0
CHEMBL3933937,1000.0
CHEMBL3940677,1000.0
CHEMBL3948235,1000.0
CHEMBL4112572,9.0
CHEMBL4114351,14.0
CHEMBL3892745,1000.0
CHEMBL4115260,660.0
CHEMBL4280028,1202.26
CHEMBL4293607,21.0
CHEMBL4286802,87.1
CHEMBL4290222,420.0
CHEMBL4106558,30.9
CHEMBL3622187,1686.0
CHEMBL4109108,7.0
CHEMBL4109437,3.3
CHEMBL4069060,1500.0
CHEMBL4108787,5.3
CHEMBL4086115,270.0
CHEMBL4761018,2.3
CHEMBL1945559,10000.0
CHEMBL4109597,1.9
CHEMBL4110867,2.5
CHEMBL4113645,2.7
CHEMBL4113443,5.8
CHEMBL3908153,1.5
CHEMBL5091399,13.0
CHEMBL3974894,1000.0
CHEMBL3895084,1000.0
CHEMBL4780247,1000.0
CHEMBL4799791,77.0
CHEMBL4097778,1000.0
CHEMBL4633251,21.0
CHEMBL4641090,100.0
CHEMBL4293993,10000.0
CHEMBL4648225,24.0
CHEMBL3586511,100.0
CHEMBL210194,400.0
CHEMBL4746543,1000.0
CHEMBL4757221,1000.0
CHEMBL3909778,33.0
CHEMBL3917117,1000.0
CHEMBL4107103,3.7
CHEMBL4115046,12.6
CHEMBL3343045,30000.0
CHEMBL3938296,564.0
CHEMBL3960718,100.0
CHEMBL3955427,100.0
CHEMBL3622530,93.0
CHEMBL3622527,121.0
CHEMBL4114460,1.2
CHEMBL3918603,100.0
CHEMBL3923780,1000.0
CHEMBL3951256,100.0
CHEMBL3986973,1000.0
CHEMBL3927769,2310.0
CHEMBL3958152,49.0
CHEMBL3957910,5000.0
CHEMBL3973751,1000.0
CHEMBL4789126,1488.0
CHEMBL4743091,2.8
CHEMBL4559539,5000.0
CHEMBL4435482,2197.0
CHEMBL4546753,5000.0
CHEMBL4800602,170.0
CHEMBL4782761,176.0
CHEMBL3951115,1000.0
CHEMBL3622521,354.0
CHEMBL210658,4000.0
CHEMBL3910160,1000.0
CHEMBL3984259,1000.0
CHEMBL3982170,1000.0
CHEMBL3586499,1000.0
CHEMBL3917931,100.0
CHEMBL4111310,4.4
CHEMBL3899414,100.0
CHEMBL4115090,13.9
CHEMBL4108617,2.8
CHEMBL4280559,19.5
CHEMBL4636136,1200.0
CHEMBL4763127,
CHEMBL4520118,56.0
CHEMBL4434908,191.0
CHEMBL3914726,9417.0
CHEMBL4106779,32.0
CHEMBL3898909,4.5
CHEMBL4756721,4.8
CHEMBL3913888,2.7
CHEMBL3590481,6.0
CHEMBL3938085,1000.0
CHEMBL3903890,2748.0
CHEMBL3889839,76.0
CHEMBL482709,1189.0
CHEMBL3942826,1000.0
CHEMBL4115149,4.8
CHEMBL3986533,3.3
CHEMBL3942146,50.0
CHEMBL4107570,11.4
CHEMBL377801,4000.0
CHEMBL3910394,4.0
CHEMBL4112508,3457.0
CHEMBL3955423,4.7
CHEMBL3942315,1000.0
CHEMBL3927390,100.0
CHEMBL4112779,196.0
CHEMBL3936809,100.0
CHEMBL3986051,5205.0
CHEMBL3971526,1000.0
CHEMBL4090409,300.0
CHEMBL3923977,5.1
CHEMBL4108089,12.0
CHEMBL4109866,1.8
CHEMBL3889742,1.7
CHEMBL3917746,8.4
CHEMBL4112812,4.0
CHEMBL3905289,4.5
CHEMBL4108104,4.4
CHEMBL4113524,8.7
CHEMBL4109034,2.6
CHEMBL3955922,1000.0
CHEMBL3949459,6.7
CHEMBL4471452,200.0
CHEMBL3927317,5.9
CHEMBL4114115,1.5
CHEMBL3634382,25.0
CHEMBL3634508,5.0
CHEMBL3938766,6.2
CHEMBL426133,13600.0
CHEMBL209118,6500.0
CHEMBL209715,12000.0
CHEMBL209716,2000.0
CHEMBL209075,3000.0
CHEMBL209820,4000.0
CHEMBL210983,500.0
CHEMBL4282412,97.72
CHEMBL4292700,13489.63
CHEMBL4758887,360.0
CHEMBL4798349,113.0
CHEMBL4799896,36.7
CHEMBL4776227,160.0
CHEMBL3986164,14.8
CHEMBL4107087,1.8
CHEMBL4106715,2.4
CHEMBL4114212,4.3
CHEMBL3920482,3.5
CHEMBL4106687,10.1
CHEMBL4111235,3.5
CHEMBL3937404,100.0
CHEMBL3953525,12.0
CHEMBL3963677,1000.0
CHEMBL3952937,370.0
CHEMBL4460458,1300.0
CHEMBL3906500,100.0
CHEMBL3975370,1553.0
CHEMBL4531013,130.0
CHEMBL3900568,100.0
CHEMBL3894494,100.0
CHEMBL3978471,1000.0
CHEMBL4549667,1000.0
CHEMBL4111657,57.0
CHEMBL3900682,3.8
CHEMBL3923273,6.5
CHEMBL3954623,1000.0
CHEMBL3967229,10.7
CHEMBL3892637,52.0
CHEMBL3980609,136.0
CHEMBL3965787,1000.0
CHEMBL3900682,5.8
CHEMBL3931420,1000.0
CHEMBL3922501,100.0
CHEMBL5093825,8.0
CHEMBL3926826,231.0
CHEMBL3967335,1000.0
CHEMBL3976249,1000.0
CHEMBL3343033,30000.0
CHEMBL3890521,1000.0
CHEMBL3923236,2203.0
CHEMBL4106712,5.5
CHEMBL3929117,100.0
CHEMBL3980882,100.0
CHEMBL3959174,1000.0
CHEMBL4112700,63.0
CHEMBL3894089,1000.0
CHEMBL3971750,1000.0
CHEMBL3916129,1000.0
CHEMBL3903627,1000.0
CHEMBL3586509,100.0
CHEMBL3900405,1000.0
CHEMBL3907425,459.0
CHEMBL4790895,505.0
CHEMBL4789918,2.0
CHEMBL4783351,31.7
CHEMBL4069378,1200.0
CHEMBL3945929,506.0
CHEMBL4755398,62.5
CHEMBL4114949,2.2
CHEMBL3960537,31.0
CHEMBL3939338,254.0
CHEMBL3920995,432.0
CHEMBL4112058,2.6
CHEMBL3891376,6.1
CHEMBL3940896,2961.0
CHEMBL3941016,1000.0
CHEMBL3946350,1000.0
CHEMBL3586494,1000.0
CHEMBL4089619,121.0
CHEMBL3634615,0.7
CHEMBL3634380,20.0
CHEMBL4752693,14000.0
CHEMBL4797475,8.3
CHEMBL4786242,10000.0
CHEMBL4113715,459.0
CHEMBL4114443,72.0
CHEMBL3978447,6.6
CHEMBL3947754,3.6
CHEMBL4115438,590.0
CHEMBL3353197,1.8
CHEMBL3894727,575.9
CHEMBL3969713,100.0
CHEMBL3909526,1000.0
CHEMBL4115236,15.7
CHEMBL3622511,542.0
CHEMBL3973605,1000.0
CHEMBL3945877,100.0
CHEMBL3891636,4.8
CHEMBL4114135,10.8
CHEMBL3962443,19.8
CHEMBL4108543,1.7
CHEMBL4112912,2.4
CHEMBL4109233,1.3
CHEMBL4110422,3.1
CHEMBL3954359,5.7
CHEMBL3973407,25.4
CHEMBL1439445,2200.0
CHEMBL3586486,61.0
CHEMBL3586489,310.0
CHEMBL4290202,1995.26
CHEMBL3622516,141.0
CHEMBL3622530,580.0
CHEMBL4113532,10.3
CHEMBL4108657,8.6
CHEMBL4741488,233.0
CHEMBL4761304,460.0
CHEMBL4792398,2000.0
CHEMBL4799896,2000.0
CHEMBL4782761,
CHEMBL4743091,
CHEMBL4761337,47.0
CHEMBL4745104,58.7
CHEMBL4793479,19.0
CHEMBL4790192,740.0
CHEMBL4780798,130.0
CHEMBL4112120,9.7
CHEMBL4107330,19.6
CHEMBL590109,10000.0
CHEMBL4793633,38.0
CHEMBL4790504,397.0
CHEMBL4757687,8.0
CHEMBL4742305,10.3
CHEMBL4104802,34.0
CHEMBL4069890,400.0
CHEMBL388978,6.19
CHEMBL103667,30000.0
CHEMBL4644871,12.0
CHEMBL3922334,3.6
CHEMBL3900602,5.3
CHEMBL3955658,1000.0
CHEMBL4108510,1.3
CHEMBL4759406,2000.0
CHEMBL4067341,21.0
CHEMBL4065667,5.0
CHEMBL4068127,10.0
CHEMBL4095514,13.0
CHEMBL4447180,101.0
CHEMBL4436908,307.0
CHEMBL255503,10000.0
CHEMBL4649636,8.7
CHEMBL3590487,10.0
CHEMBL4064106,50.0
CHEMBL4645368,730.0
CHEMBL3403441,24.0
CHEMBL4114283,16.0
CHEMBL3926860,1000.0
CHEMBL3896123,3545.0
CHEMBL3937335,1000.0
CHEMBL4107607,11.8
CHEMBL256570,1.0
CHEMBL4466517,170.0
CHEMBL437208,39.0
CHEMBL256345,10000.0
CHEMBL258025,8100.0
CHEMBL256734,1156.0
CHEMBL403662,160.0
CHEMBL4111238,15.7
CHEMBL3981196,100.0
CHEMBL3946035,1619.0
CHEMBL3922067,1633.0
CHEMBL3981649,100.0
CHEMBL3932526,1000.0
CHEMBL4109374,38.0
CHEMBL3940306,2256.0
CHEMBL3969172,2419.0
CHEMBL3948919,9.0
CHEMBL4287208,609.0
CHEMBL4107994,1.8
CHEMBL4112434,1.0
CHEMBL4537124,3452.0
CHEMBL3951794,6.9
CHEMBL4091434,9.0
CHEMBL3962848,1000.0
CHEMBL3960537,31.0
CHEMBL482522,1934.0
CHEMBL3918899,100.0
CHEMBL3923791,3.6
CHEMBL4109694,16.6
CHEMBL3353218,100.0
CHEMBL2018068,240.0
CHEMBL4067302,160.0
CHEMBL1650551,640.0
CHEMBL256961,9.0
CHEMBL3934160,1000.0
CHEMBL3925304,101.0
CHEMBL3939266,8673.0
CHEMBL3934835,1000.0
CHEMBL3966402,1000.0
CHEMBL3890299,5.0
CHEMBL4441283,30.0
CHEMBL4115525,17.4
CHEMBL4107260,153.0
CHEMBL3903061,1000.0
CHEMBL3909414,1000.0
CHEMBL3976959,2200.0
CHEMBL3920387,1000.0
CHEMBL3903671,100.0
CHEMBL3893657,1000.0
CHEMBL3908722,1000.0
CHEMBL3956904,1000.0
CHEMBL3900908,1000.0
CHEMBL3954648,100.0
CHEMBL3944644,1000.0
CHEMBL3622183,25.0
CHEMBL3622514,43.0
CHEMBL4109005,2.8
CHEMBL4113763,3.0
CHEMBL3622516,27.0
CHEMBL4108247,380.0
CHEMBL3955522,25.0
CHEMBL4107588,74.0
CHEMBL3590436,150.0
CHEMBL3403449,333000.0
CHEMBL4085199,16.8
CHEMBL3909061,1000.0
CHEMBL3932829,1000.0
CHEMBL3917961,28.0
CHEMBL3920485,100.0
CHEMBL4113337,2.5
CHEMBL3944351,6.7
CHEMBL4107849,12.0
CHEMBL4110658,4.5
CHEMBL3955009,100.0
CHEMBL4790504,
CHEMBL3590484,480.0
CHEMBL4109995,8.9
CHEMBL4114343,12.6
CHEMBL4113386,63.0
CHEMBL3964473,4305.0
CHEMBL2381601,1100.0
CHEMBL258853,2800.0
CHEMBL257125,3400.0
CHEMBL4113637,9.5
CHEMBL3586487,390.0
CHEMBL256917,710.0
CHEMBL257366,1600.0
CHEMBL4642013,2.4
CHEMBL4112958,6.7
CHEMBL4115026,45.0
CHEMBL3909500,180.0
CHEMBL4114137,19.0
CHEMBL3622185,1162.0
CHEMBL4066705,6.5
CHEMBL4647594,19.0
CHEMBL4784665,3.6
CHEMBL3897686,100.0
CHEMBL3353219,1.0
CHEMBL3959961,1000.0
CHEMBL3946548,33.0
CHEMBL3969501,1000.0
CHEMBL3923938,1471.0
CHEMBL3900252,100.0
CHEMBL3969222,53.0
CHEMBL4114655,1000.0
CHEMBL3940314,100.0
CHEMBL3898083,100.0
CHEMBL3951493,1000.0
CHEMBL3622183,25.0
CHEMBL4781524,96.0
CHEMBL3958308,100.0
CHEMBL3958620,1000.0
CHEMBL3898402,430.0
CHEMBL4093475,630.96
CHEMBL3904136,1.4
CHEMBL3958009,9.3
CHEMBL4636136,5.7
CHEMBL4639599,15.0
CHEMBL4064608,52.0
CHEMBL4115086,10.7
CHEMBL3932554,7.8
CHEMBL4112547,10.7
CHEMBL4115627,1.5
CHEMBL3902828,1.7
CHEMBL3918335,3045.0
CHEMBL3343057,30000.0
CHEMBL4115518,4.7
CHEMBL4293607,141.0
CHEMBL3343051,30000.0
CHEMBL4285338,45.0
CHEMBL4293161,8500.0
CHEMBL4791626,0.55
CHEMBL4764582,125.0
CHEMBL4782801,8.6
CHEMBL1834657,10000.0
CHEMBL4453861,35.0
CHEMBL3979848,
CHEMBL4569648,
CHEMBL4460055,250.0
CHEMBL4783351,989.0
CHEMBL4110426,74.0
CHEMBL4107813,1.5
CHEMBL4567291,
CHEMBL4290202,1990.0
CHEMBL4294631,42.0
CHEMBL4107284,3.5
CHEMBL4112434,1.3
CHEMBL4113503,23.0
CHEMBL3622520,36.0
CHEMBL3898966,25.3
CHEMBL4463353,20000.0
CHEMBL3914855,3.9
CHEMBL4107090,14.4
CHEMBL4466092,330.0
CHEMBL4583622,279.0
CHEMBL4548760,6.0
CHEMBL3951199,5.3
CHEMBL4111498,1.3
CHEMBL3970825,5.1
CHEMBL4112124,21.0
CHEMBL4284323,236.0
CHEMBL4113542,2.1
CHEMBL3941496,580.0
CHEMBL4106632,190.0
CHEMBL4545955,1582.0
CHEMBL3906640,13.1
CHEMBL4077863,13.0
CHEMBL3921909,8.0
CHEMBL4106949,1.8
CHEMBL4472363,30.0
CHEMBL3923644,1000.0
CHEMBL3951199,3.6
CHEMBL4110386,3000.0
CHEMBL4108358,120.0
CHEMBL4112969,78.0
CHEMBL4087063,4.0
CHEMBL4061890,2118.0
CHEMBL4114010,2.8
CHEMBL4109957,139.0
CHEMBL4645368,
CHEMBL4643871,480.0
CHEMBL4639599,
CHEMBL4642013,810.0
CHEMBL3902184,1600.0
CHEMBL3985891,3000.0
CHEMBL3920512,100.0
CHEMBL3897735,100.0
CHEMBL4645368,9.3
CHEMBL4644871,
CHEMBL3622512,18.0
CHEMBL3963416,799.0
CHEMBL3903828,6.2
CHEMBL3622188,352.0
CHEMBL4109064,10.0
CHEMBL4114134,512.0
CHEMBL4115559,2.1
CHEMBL3954291,6.8
CHEMBL4748475,11.0
CHEMBL4788562,
CHEMBL4757687,
CHEMBL4783351,696.0
CHEMBL4763990,4.5
CHEMBL4643871,2.4
CHEMBL260007,10000.0
CHEMBL4569508,210.0
CHEMBL4462969,1200.0
CHEMBL4079743,11.0
CHEMBL4107485,433.0
CHEMBL4107194,46.0
CHEMBL3963873,763.8
CHEMBL3949446,1000.0
CHEMBL3622518,19.0
CHEMBL4093120,12.7
CHEMBL4641090,3.2
CHEMBL4634922,3.4
CHEMBL4641886,650.0
CHEMBL4109047,7.6
CHEMBL3978710,4.9
CHEMBL4110865,450.0
CHEMBL3982860,230.0
CHEMBL4523017,74.0
CHEMBL4112425,191.0
CHEMBL3928207,43.0
CHEMBL4109278,24.0
CHEMBL3949920,244.0
CHEMBL4079743,2900.0
CHEMBL4518357,190.0
CHEMBL4107224,4.1
CHEMBL3948840,7.8
CHEMBL4112923,19.0
CHEMBL4112188,2300.0
CHEMBL3909465,100.0
CHEMBL3957189,40.0
CHEMBL4111747,66.0
CHEMBL4107335,1802.0
CHEMBL3622527,121.0
CHEMBL3931304,5327.0
CHEMBL4110364,8.0
CHEMBL4102532,40.0
CHEMBL4069224,82.0
CHEMBL3353202,6.0
CHEMBL3586505,27.0
CHEMBL3890485,11.2
CHEMBL3961524,9.2
CHEMBL4113034,4.1
CHEMBL4109550,1.7
CHEMBL3931326,1000.0
CHEMBL3892921,24.5
CHEMBL4114067,226.0
CHEMBL4113284,3.5
CHEMBL4108062,6.7
CHEMBL4109689,5.7
CHEMBL3982186,4.8
CHEMBL3907661,12.0
CHEMBL3932942,11.2
CHEMBL3622516,27.5
CHEMBL3976316,100.0
CHEMBL3586487,1000.0
CHEMBL3902377,251.0
CHEMBL3986164,14.8
CHEMBL4107911,1.2
CHEMBL4110098,2.3
CHEMBL3984663,3.0
CHEMBL4107673,6.9
CHEMBL4107887,42.0
CHEMBL3927487,100.0
CHEMBL4113003,17.9
CHEMBL3622184,635.0
CHEMBL4106614,4.0
CHEMBL4113443,4.0
CHEMBL4113585,5.2
CHEMBL3930748,3.3
CHEMBL4115161,1.4
CHEMBL3950483,100.0
CHEMBL3890249,3.1
CHEMBL3965902,1000.0
CHEMBL3968119,675.9
CHEMBL4108417,327.0
CHEMBL4108784,11.4
CHEMBL4110095,4.3
CHEMBL3944795,167.0
CHEMBL3922205,100.0
CHEMBL3952231,1000.0
CHEMBL3984189,1000.0
CHEMBL3936851,1000.0
CHEMBL3962404,100.0
CHEMBL3946452,100.0
CHEMBL3924029,100.0
CHEMBL3978837,1000.0
CHEMBL3919757,1000.0
CHEMBL3914235,1000.0
CHEMBL3985571,1000.0
CHEMBL3908242,1000.0
CHEMBL4093989,55000.0
CHEMBL4092338,133.0
CHEMBL4100091,347.0
CHEMBL4113814,22.5
CHEMBL4089544,16.0
CHEMBL3921734,1000.0
CHEMBL4115189,2.3
CHEMBL3920407,615.8
CHEMBL3955819,327.0
CHEMBL4784784,140.0
CHEMBL4115124,40.0
CHEMBL4111880,17.3
CHEMBL3910109,3.4
CHEMBL4111673,17.5
CHEMBL4113932,4664.0
CHEMBL4108170,1000.0
CHEMBL4109668,31.0
CHEMBL210354,1000.0
CHEMBL379787,200.0
CHEMBL4783351,270.0
CHEMBL4760206,58.5
CHEMBL3753450,430.0
CHEMBL3939893,23.0
CHEMBL4110783,1.5
CHEMBL4115463,3.3
CHEMBL4108625,10.0
CHEMBL4111088,2.7
CHEMBL4113582,2.1
CHEMBL4106613,1.0
CHEMBL4064608,4.0
CHEMBL4064168,810.0
CHEMBL3622186,1487.0
CHEMBL3601187,89.0
CHEMBL3601084,2107.0
CHEMBL3601193,113.0
CHEMBL4743058,7800.0
CHEMBL4278882,36.0
CHEMBL4068975,180.0
CHEMBL4081634,13.0
CHEMBL3343034,30000.0
CHEMBL4075758,690.0
CHEMBL4108191,7.1
CHEMBL3586501,71.0
CHEMBL3343048,30000.0
CHEMBL4087806,10.0
CHEMBL3938166,1000.0
CHEMBL3894684,1000.0
CHEMBL4107413,636.0
CHEMBL3622186,1487.0
CHEMBL3968413,100.0
CHEMBL3974126,1000.0
CHEMBL3601192,0.74
CHEMBL4114295,23.0
CHEMBL4112827,8.4
CHEMBL4110611,26.6
CHEMBL3622532,73.0
CHEMBL388978,34.0
CHEMBL4111056,4.1
CHEMBL4108172,2.2
CHEMBL4112273,2.0
CHEMBL4111430,8.1
CHEMBL4110605,1.6
CHEMBL3622515,134.8
CHEMBL4109600,3.7
CHEMBL4108659,2.3
CHEMBL4114483,4.8
CHEMBL3893092,431.0
CHEMBL4109605,10.0
CHEMBL4107471,9.0
CHEMBL4109155,7.3
CHEMBL3622514,43.0
CHEMBL3361257,100.0
CHEMBL3353207,100.0
CHEMBL401633,1.0
CHEMBL255867,2.0
CHEMBL4112885,110.0
CHEMBL3921623,5.0
CHEMBL3982704,4.3
CHEMBL3917833,780.0
CHEMBL4108331,24.0
CHEMBL4109650,8.0
CHEMBL256713,20.0
CHEMBL255253,914.0
CHEMBL4110461,9.5
CHEMBL4109175,25.0
CHEMBL3963318,100.0
CHEMBL3975254,3.0
CHEMBL3622524,2429.0
CHEMBL3622521,354.0
CHEMBL4059675,15.0
CHEMBL4108325,1.5
CHEMBL3985561,1.4
CHEMBL4107964,7.1
CHEMBL2018055,170.0
CHEMBL4113907,60.0
CHEMBL4113184,2.5
CHEMBL4107281,3.4
CHEMBL3586490,370.0
CHEMBL3953084,4848.0
CHEMBL4443947,0.022
CHEMBL3971842,1000.0
CHEMBL3927995,100.0
CHEMBL4081711,2.0
CHEMBL4466981,0.32
CHEMBL4475494,0.19
CHEMBL4111866,7.0
CHEMBL3590472,20.0
CHEMBL3590473,8.0
CHEMBL3590490,13.0
CHEMBL3904526,1000.0
CHEMBL4111001,8.0
CHEMBL3822972,18.0
CHEMBL3903725,10000.0
CHEMBL4579427,33.0
CHEMBL3922728,1224.0
CHEMBL3933884,2253.0
CHEMBL3976860,787.0
CHEMBL3940643,1000.0
CHEMBL4114391,21.0
CHEMBL4114416,180.0
CHEMBL3586510,100.0
CHEMBL3590480,2.0
CHEMBL3601189,25.0
CHEMBL3601070,216.0
CHEMBL3590517,6.0
CHEMBL210774,1000.0
CHEMBL3601188,94.0
CHEMBL3601186,11.0
CHEMBL4112221,450.0
CHEMBL4111400,4.0
CHEMBL3949384,100.0
CHEMBL3586510,5.0
CHEMBL3946723,1000.0
CHEMBL4113223,5.3
CHEMBL4110771,150.0
CHEMBL4114603,185.0
CHEMBL4110934,210.0
CHEMBL4108284,170.0
CHEMBL3906814,2200.0
CHEMBL4113237,2.9
CHEMBL3954452,2.5
CHEMBL3925280,6.1
CHEMBL4115108,2.3
CHEMBL4113648,730.0
CHEMBL3914563,2.7
CHEMBL4109340,180.0
CHEMBL3586496,180.0
CHEMBL3601085,932.0
CHEMBL4106801,1.2
CHEMBL4111578,2.6
CHEMBL4115670,15.1
CHEMBL4111152,3.0
CHEMBL4107169,3.1
CHEMBL4106447,1.9
CHEMBL4106756,1.7
CHEMBL3948538,2.6
CHEMBL4112012,70.0
CHEMBL3910846,7.1
CHEMBL4112199,330.0
CHEMBL4110862,1.2
CHEMBL4107218,100.0
CHEMBL3922946,798.0
CHEMBL4467170,38.0
CHEMBL4785023,23.5
CHEMBL3353212,100.0
CHEMBL3969867,4133.0
CHEMBL3903995,1000.0
CHEMBL4115108,2.5
CHEMBL4112231,15.3
CHEMBL4110222,5.7
CHEMBL3902407,476.0
CHEMBL3909110,512.0
CHEMBL3353205,2.0
CHEMBL3353186,100.0
CHEMBL4106743,2.3
CHEMBL4108199,4759.0
CHEMBL3897519,1000.0
CHEMBL3952402,100.0
CHEMBL3926943,100.0
CHEMBL3634613,7.0
CHEMBL3634381,10.0
CHEMBL3622518,1900.0
CHEMBL3907051,69.0
CHEMBL3947085,312.0
CHEMBL3924734,314.0
CHEMBL3634379,5.0
CHEMBL3622529,565.0
CHEMBL3622528,454.0
CHEMBL3403442,1140.0
CHEMBL4649636,640.0
CHEMBL4649875,290.0
CHEMBL4634922,370.0
CHEMBL4643371,8.0
CHEMBL377125,4000.0
CHEMBL3601185,4.0
CHEMBL1270399,1800.0
CHEMBL3353191,1.8
CHEMBL4288880,446.0
CHEMBL4278882,195.0
CHEMBL4068395,10.0
CHEMBL4288288,738.0
CHEMBL3586493,80.0
CHEMBL4285338,331.0
CHEMBL4067181,82.0
CHEMBL1650533,8.0
CHEMBL4288880,446.68
CHEMBL3601078,6.0
CHEMBL4108601,113.0
CHEMBL3969406,6516.0
CHEMBL255445,63.0
CHEMBL4758572,2000.0
CHEMBL2017214,40000.0
CHEMBL259797,800.0
CHEMBL4108507,10.7
CHEMBL4556091,0.026
CHEMBL4790546,
CHEMBL4787177,
CHEMBL4754306,198.0
CHEMBL4113064,3.4
CHEMBL4110704,4.3
CHEMBL4483551,25.0
CHEMBL4094760,570.0
CHEMBL4102501,2.0
CHEMBL4086115,9.0
CHEMBL4291706,1513.56
CHEMBL4536154,1.2
CHEMBL3590493,1.0
CHEMBL4459066,150.0
